16,16
16,60
1,7;1,7;3,1;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7
1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;3,1;1,7;1,7;1,7;3,1;1,7;3,1
1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7
1,7;1,7;1,7;1,7;3,1;1,7;3,1;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;3,1;1,7;3,1;1,7;1,7
1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7
1,7;3,1;1,7;1,7;1,7;3,1;1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;3,1;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7
1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;3,1;1,7;1,7;1,7;3,1;1,7;3,1
1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7
1,7;1,7;1,7;1,7;3,1;1,7;3,1;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;3,1;1,7;3,1;1,7;1,7
1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7
1,7;3,1;1,7;1,7;1,7;3,1;1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;3,1;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7
1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;3,1;1,7;1,7;1,7;3,1;1,7;3,1
1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7
1,7;1,7;1,7;1,7;3,1;1,7;3,1;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;3,1;1,7;3,1;1,7;1,7
1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7
1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7;1,7;3,1;1,7;1,7;1,7;1,7
1,7;3,1;1,7;1,7;1,7;3,1;1,7;1,7;3,1;1,7;1,7;1,7;1,7;1,7;1,7;1,7
